station,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022,name,city,lon,lat,contrast
1052A,,113.14555952184612,97.94798839489397,84.41771609401619,66.04588078680422,54.751117273111376,50.809139912614015,44.028605498042474,45.533649613096365,华电二区,保定,115.5213,38.8959,N
1053A,,98.50951672993912,93.28522779927498,84.84728775614444,70.95582160347321,59.679528819730045,50.63490145758195,42.72326944848452,41.7024496164215,接待中心,保定,115.4713,38.9108,N
1054A,,105.25854101550968,92.39880190595008,89.09380035972005,69.94830852587474,61.91537194824263,53.75793896279757,44.55829914447815,42.08476073333668,地表水厂,保定,115.4612,38.8416,N
1055A,,99.73283939885205,88.42755488734882,79.9949234739166,63.924270705870434,60.8996393758185,48.803805153155,42.07697827910198,41.37152839295846,胶片厂,保定,115.4323,38.8697,N
1056A,,109.07738720616142,94.14964700019655,83.3348397096908,65.7167032276002,56.62646609442277,47.83918377503608,40.90433527165808,45.65993244379895,监测站,保定,115.5086,38.8639,N
1057A,,37.16701460392594,34.770051251941396,32.96361753612828,29.56369970435435,22.302893655382853,20.519046642664104,25.818518083908785,15.286160537609394,人民公园,张家口,114.8883,40.8336,N
1058A,,32.22792693357211,27.20137396215265,36.98111411157172,,,,,,探机厂,张家口,114.892,40.79481,Y
1059A,,30.637059252155574,30.598582134292407,28.04280626736131,29.681012072514655,24.928386951947843,24.470283581273872,27.807604149370288,20.510290537764668,五金库,张家口,114.8687,40.8042,N
1060A,,36.261637359242044,34.783676996956906,33.33339781062729,34.001620082867966,29.765110774026333,27.912179071365,32.066847346855894,21.83642859301157,世纪豪园,张家口,114.8902,40.762,N
1061A,,34.42333529360419,32.6165641491443,39.31534127974415,35.38359327623131,27.691462345327704,24.038475973571565,29.012289349549672,23.50423503005921,北泵房(对照点),张家口,114.8916,40.8661,Y
1062A,,41.59053771912164,37.46508421862608,31.494641977122562,29.393972146342026,30.388364809306204,29.43350066148087,31.91103468470992,26.396985567282233,铁路,承德,117.9531,40.9081,N
1063A,,41.461661203494764,39.80483881078252,33.959307930364574,31.759150428957977,29.832252222050137,26.645249089526008,30.999479399326212,23.81714269011342,中国银行,承德,117.9392,40.9763,N
1064A,,46.438927310974684,43.505209297871716,42.159290176386605,37.48328355013256,31.097975216271095,27.85575500382374,30.34549277650304,25.855671863687142,开发区,承德,117.9503,40.928,N
1065A,,41.360832560477824,38.26231757701292,32.71775650431595,31.314838736575275,27.83444953428711,25.96746897255298,31.30328488891995,28.50879760873667,文化中心,承德,117.8051,40.9655,N
1066A,,37.331703271675046,33.808827789736334,31.351006296189308,30.908088644080827,28.624141017090132,27.585230517011976,32.90423228629355,25.291605919873078,离宫(对照点),承德,117.9268,41.0026,Y
1067A,,84.04210873008864,64.33844815481037,60.85691432040537,55.07315848744926,47.52758283107959,42.68344611925211,40.51147296206109,37.11143593875197,药材公司,廊坊,116.6708,39.5111,N
1068A,,91.92538165622554,63.73743780647652,59.267019456476426,52.56530929260579,47.81060198880884,42.27190018765574,37.479022923969275,35.606104642888596,开发区,廊坊,116.7214,39.5589,N
1069A,,84.48791646540052,,,,,,,,环境监测监理中心,廊坊,116.715,39.5571,Y
1070A,,80.83969503357301,68.01513341443099,60.86076236384876,53.54913628101406,45.94688017061065,42.57162393048776,39.233971521098645,39.22990930899465,北华航天学院,廊坊,116.7244,39.5269,N
1071A,,71.29088609084852,68.16493466422168,66.6527850024237,57.52996852645066,51.31265831058864,47.51400231102265,42.06347609347346,39.83728645625832,沧县城建局,沧州,116.8842,38.2991,N
1072A,,73.69064518003078,70.79108657077951,65.0399514659964,57.37428293575412,47.70934354761186,45.73879460825681,39.735273653322125,36.6329759948457,电视转播站,沧州,116.8584,38.3254,N
1073A,,62.627116780328315,67.94430995546782,68.41876760572735,62.38518289509077,50.363777698888995,48.11378526464326,41.44503445875843,39.519572918254255,市环保局,沧州,116.8709,38.3228,N
1074A,,95.36735898302862,86.32799474010231,72.60422546223869,59.953045815811265,54.7642781171548,50.53977180718559,40.95360077762229,44.76081529108038,电机北厂,衡水,115.6838,37.7541,N
1075A,,96.40575015433366,91.00248080259044,79.3145668036022,61.83573634889181,58.09083578377921,51.966128635638896,45.231670585814456,43.277913558168116,市监测站,衡水,115.6303,37.7316,N
1076A,,103.07424641793084,86.96132914128391,80.21677253713298,62.0294867845199,,,,,市环保局,衡水,115.6906,37.739,Y
1077A,,104.93446727557952,88.47924494464782,83.85283467793867,71.25429168540866,67.40383421848126,56.664731644917396,42.75268598840965,48.17233121355777,达活泉,邢台,114.4704,37.0886,N
1078A,,97.52112448154075,84.9340874910235,82.25236135950368,65.35550447586375,67.51465872670063,56.22719198171013,44.49972541461263,49.93475668558194,邢师高专,邢台,114.5062,37.0349,N
1079A,,98.72772676514097,95.11047834549467,86.38928557697956,69.6413086861961,60.36206557279939,48.88610459943788,47.87181643180375,47.3810044956584,路桥公司,邢台,114.5237,37.0851,N
1080A,,98.33143036154877,84.69746433684242,72.84708516414355,73.7449121103248,65.14563742950995,53.071715000385176,45.769820607988,52.86210749873647,市环保局,邢台,114.4725,37.0719,N
1081A,,61.167144017974174,65.71769283053179,67.55672562719876,61.06079593185863,52.32179126274039,50.961523641528366,46.48464463962279,43.61336217381289,尖草坪,太原,112.5139,37.8873,N
1082A,,58.206505776919215,,,,,,,,涧河,太原,112.573,37.9103,Y
1083A,,41.91718868990885,44.790221216336576,45.714960226949884,43.20705002205583,39.09205540963352,39.4979748539939,37.51554176932334,,上兰(对照点),太原,112.434,38.0108,Y
1084A,,60.866384384898595,69.1415707133862,75.12213942325454,71.99273253986595,65.11613296213092,58.249369051453655,51.63466140321731,47.45305863936837,晋源,太原,112.469,37.7124,N
1085A,,61.865348301223996,72.54548528811745,67.53800102906139,,59.231476171239606,60.536554510676346,51.99402368054777,48.60073243698018,小店,太原,112.5583,37.7394,N
1086A,,54.835070447396205,66.1284718575693,70.5034600611987,61.9204556574342,53.68694931138196,51.645537432567025,46.79829574461616,44.16329398908653,桃园,太原,112.5369,37.8692,N
1087A,,63.17345146273415,59.4254363796909,67.86407493389315,61.42420961213074,55.52157040367331,55.67902744501144,49.128526282426236,46.402855507378284,坞城,太原,112.57,37.8195,N
1088A,,58.955574675265225,60.14441857257294,58.76883490117436,56.42982991832562,56.64811528320502,48.32435893980685,42.81808542939759,41.24802413562544,南寨,太原,112.549,37.9854,N
1089A,,68.89739997676486,72.03468224466552,68.44006395753281,63.34060189188057,56.52135205294105,55.65773733136666,,,金胜,太原,112.4701,37.782,N
1090A,,43.9733281880377,40.14747317512269,44.257047136981136,39.73375734934912,42.6111257033082,47.3843314015898,37.67230495560442,27.242908055984838,呼市一监,呼和浩特,111.6507,40.7517,N
1091A,,47.29304329313649,41.96055528096693,41.801978689499634,35.259697969462394,36.18292660016645,42.46848186859427,34.23006035437395,24.748167003028396,小召,呼和浩特,111.6572,40.8033,N
1092A,,48.2400906740235,41.90958959261751,44.559922720324394,40.90416271739738,37.08985165287532,,,,兴松小区(停运200113),呼和浩特,111.659,40.8452,Y
1093A,,42.47345002016869,46.928581729441895,54.97039347129142,47.9698929436814,45.550814640093066,,,,糖厂(停运200113),呼和浩特,111.608,40.8144,Y
1094A,,44.082017489223,42.59371192186742,41.69313700732979,35.57773741949674,35.26191870296732,37.213987132487304,32.9071650315615,22.42333617164361,如意水处理厂,呼和浩特,111.7516,40.8369,N
1095A,,37.41444042405118,31.88755153106554,36.3309551058324,29.357049507273565,31.990271119849385,35.1305101768188,29.784756817061798,23.382016753294547,二十九中,呼和浩特,111.7276,40.8062,N
1096A,,44.11589008089465,43.786064499128265,45.63191380912804,42.032995237116886,39.89688402526005,47.11316168787185,34.92482341334703,25.266151861640548,工大金川校区,呼和浩特,111.5512,40.7866,N
1097A,,35.39475860930763,32.96187621049883,41.933025615802755,38.78029925526689,39.704046644338746,42.50368921959237,36.9099101407951,27.48874798083388,化肥厂生活区,呼和浩特,111.717,40.7612,N
1098A,,57.810263619006236,44.17776324965457,39.042529544912014,31.814221157677153,41.66083031804751,36.417067122317405,34.83054593971116,,森林路(对照点),沈阳,123.6836,41.9339,Y
1099A,,68.37608321405514,53.57622663573136,52.70270645790146,45.61406099375318,48.857195720238074,47.46531070179321,41.43301390620084,33.96887965389251,浑南东路,沈阳,123.505,41.7406,N
1100A,,71.80588150388844,55.15762797076555,55.09252148163832,43.371689132698116,45.11470832742066,43.67394164115869,37.0774126317107,31.40055774092075,新秀街,沈阳,123.4231,41.6989,N
1101A,,74.87042988475886,,,,,,,,沧海路,沈阳,123.284,41.7694,Y
1102A,,58.08556816949063,52.28451339095527,46.72393091806665,37.56103905748121,41.56622177670292,38.82553975907522,36.12932941027764,31.53333209301305,东陵路,沈阳,123.5903,41.8411,N
1103A,,75.96447056785428,56.50183734282199,49.48808609485099,37.83698785937315,40.52984258351834,41.0607368811481,35.225155968614345,29.302510729552253,陵东街,沈阳,123.4264,41.8467,N
1104A,,71.85839138033373,52.16532338963865,53.377613906366676,44.104093147716355,44.686004326027,42.71124587416101,40.40999093945558,35.182921618011505,文化路,沈阳,123.4114,41.7653,N
1105A,,71.37214084778032,57.0463433508695,49.33483584347838,41.81175196136253,42.58167356381505,40.7758369962123,35.81191014680717,30.73645862015443,小河沿,沈阳,123.4678,41.7867,N
1106A,,76.2723103566067,54.89983618914784,49.66041917144081,43.72660407092403,44.92983336158849,43.506952689244244,40.03152740051092,35.04951058870844,太原街,沈阳,123.4017,41.7972,N
1107A,,75.27550253744364,,,,,,,,南十东路,沈阳,123.3606,41.7806,Y
1108A,,72.0007600569951,57.292627402989496,51.897200293215334,40.52771732140992,40.55000530693806,37.626790624707205,38.572612183932264,33.82839348718799,京沈街,沈阳,123.3783,41.9228,N
1109A,,50.98474715380512,44.64066124825758,38.82266553549726,33.44592324551635,37.05047387805684,33.61112494863793,29.648351104402437,26.8639464007332,甘井子,大连,121.612,38.9741,N
1110A,,52.82036064381407,41.60552596679111,36.70374525423853,34.478297823037344,36.97775158533594,32.989545625063336,29.837112119241876,23.946501453481098,周水子,大连,121.565,38.9511,N
1111A,,50.50629399968595,39.60526409759521,34.29394434422581,30.50159134968781,36.439788458356276,28.591777567124264,28.833170537441745,27.9635539369491,星海三站,大连,121.5637,38.8845,N
1112A,,44.368375389324804,34.524653528161146,31.304410307326936,34.01676443333104,38.0124420823083,32.284176654811645,29.262456450930923,22.88922026914811,青泥洼桥,大连,121.6302,38.9117,N
1113A,,41.30516908609362,33.36366176491082,30.41352495961672,26.39125248234123,35.76576225134596,26.13763586480403,25.614360107791423,21.820724652595175,傅家庄,大连,121.6251,38.8638,N
1114A,,44.76108912111036,39.20790296428185,31.53050666896095,26.07508202034744,29.07402371986996,26.200065257297755,26.570739506817336,21.160837064108886,七贤岭,大连,121.5213,38.8661,N
1115A,,44.61216211012375,36.76365080615115,32.57185101390952,26.994331082789316,35.93132287880325,31.298351889243914,25.840125363064345,23.122214350567162,旅顺,大连,121.2529,38.8061,N
1116A,,50.52026317670511,40.243486624013535,35.36674824628631,32.52753658552005,37.299441930707275,32.04687104022037,31.557974388498888,26.300996816103872,金州,大连,121.7485,39.1311,N
1117A,,52.72686044393487,42.9976375446303,36.846883024354476,30.796880236714337,35.746260021291555,31.540645165327213,30.727602574832677,26.26094581016756,开发区,大连,121.7811,39.0496,N
1118A,,41.35369676236622,36.18881117025648,32.667041055475686,27.288136277249695,30.722559186912097,26.522632995492557,24.93051443522865,22.440172757434112,双D港,大连,121.9762,39.0631,N
1119A,,65.238353850326,47.63654514292439,47.211017554753454,33.74449173248148,36.79685753279986,52.07309593834725,36.92532788061581,33.905077227265465,食品厂,长春,125.3325,43.9166,N
1120A,,69.98568492060562,49.75222023449222,49.47735877978342,35.34298568649132,39.65485673594554,41.349567641701995,31.54143350971137,29.220460143256307,客车厂,长春,125.2863,43.9027,N
1121A,,63.06248829396217,48.88298666079591,54.47184335490573,37.39569476340663,39.67774064804511,41.56881050237137,36.14688522954863,28.430718635009416,邮电学院,长春,125.2841,43.8463,N
1122A,,66.24475135819254,49.74558346517688,48.72185317993581,34.39434891404574,37.712677589985,39.93298954590333,30.92318873966548,28.301086821845786,劳动公园,长春,125.3716,43.8772,N
1123A,,65.5481411567058,42.573356478507584,42.43548519820668,33.08577801586509,36.71072607694983,40.133482195931215,27.4942323725114,25.72851959336918,园林处,长春,125.3297,43.8805,N
1124A,,53.52134257134212,37.47107048476091,35.55197318723659,25.489116768076666,31.218569738776683,33.923731835093555,23.990398884660088,20.624929312449456,净月潭,长春,125.4605,43.79,N
1125A,,56.09760832209001,43.88632328186573,47.58430103000258,31.895255460070306,34.889338548026906,44.86401959697428,30.709938151334484,,甩湾子(对照点),长春,125.7194,43.515,Y
1126A,,68.03037801444863,50.14444576880309,49.079530185332985,36.44155579958966,38.774670148815055,42.534810130712714,30.72915807218167,28.009042115569265,经开区环卫处,长春,125.3863,43.8447,N
1127A,,61.70632855801497,42.929604857559134,45.97134194539502,34.847200810254314,42.93260024959907,45.485334702502875,34.51884576428164,32.189023032741694,高新区管委会,长春,125.245,43.7783,N
1128A,,68.44491725810488,46.63914356960082,47.72180222339675,33.806527128972974,39.18712506726817,43.62797799862339,33.29264430798093,28.893206488255103,岱山公园,长春,125.1761,43.8325,N
1129A,,58.06860106384409,43.22082076581307,57.525978155571295,35.99023054705814,39.88604927160405,41.95465839500915,32.493166767088226,36.62132331678163,岭北(对照点),哈尔滨,126.5422,45.755,Y
1130A,,62.958042388594215,45.20981740905204,50.26462071188837,33.9519245625479,39.135391648487364,41.22123207454974,32.2498576929172,33.642054014481566,松北商大,哈尔滨,126.561,45.8167,N
1131A,,65.87119212454053,50.437112921214194,53.26799912526927,38.3806117051066,41.67352966273887,48.43354440590465,36.32790674026372,37.510182639465036,阿城会宁,哈尔滨,126.979,45.5419,N
1132A,,,,,,39.97475126353059,,,26.859907485794213,南岗学府路,哈尔滨,126.599,45.7222,N
1133A,,78.93860105929203,57.624336781275304,63.114976178220736,41.613783816592004,42.59337568297923,46.516756827468726,35.70022599759619,37.11718112097816,太平宏伟公园,哈尔滨,126.689,45.7733,N
1134A,,68.05568521823479,44.929574767821414,52.653491875661324,32.47677870374704,37.18458804214993,42.60532467526918,33.376054336065295,34.31538827958246,道外承德广场,哈尔滨,126.635,45.7667,N
1135A,,64.35685210816264,52.23063885977455,58.19132767251979,41.5930243225087,41.76022540361208,52.29542487813696,39.211108492103584,37.75877534092484,香坊红旗大街,哈尔滨,126.685,45.7319,N
1136A,,74.52944441904047,56.270238899519185,60.47529188601644,,42.09830302597736,50.72218870152704,38.16577502140637,40.62080287485886,动力和平路,哈尔滨,126.6411,45.7258,N
1137A,,63.33886402472058,44.74151584680344,55.976375412952095,42.33927303364793,44.25640209881077,44.29438826798674,38.83024686521007,35.63269421287754,道里建国路,哈尔滨,126.593,45.7478,N
1138A,,65.13592173380728,49.260413003366814,57.923908149061546,40.54790307617491,43.63012405629921,49.50786094798167,37.30128100824462,37.63092165945403,平房东轻厂,哈尔滨,126.615,45.61,N
1139A,,73.50318560751485,56.85774958318843,57.512721410042786,40.89505915681577,41.17205701663826,48.05975714035891,35.78411568370048,42.447040727155034,呼兰师专,哈尔滨,126.595,45.9855,N
1140A,,67.00499855751403,53.576003047316995,63.07030082597727,,46.17052519251208,52.94837318157568,39.96834299475577,40.1835408400895,省农科院,哈尔滨,126.6206,45.6842,N
1141A,,,,37.56940878477983,35.73426154283917,34.240573976410445,30.81294488003602,28.351549551752612,23.838496769846248,普陀,上海,121.4,31.238,N
1142A,,54.67675964504118,47.517363866203816,40.91350182406243,36.00093685297431,35.58239193205596,33.27251223024715,29.12391270757947,26.422466108976163,十五厂,上海,121.478,31.2036,N
1143A,,51.98949841672317,45.10289671093792,38.449534345021625,35.92593788804118,36.18429650818016,32.53058180927274,27.747746123918652,24.159923692885833,虹口,上海,121.467,31.3008,N
1144A,,52.34964753979227,44.30794609408197,38.691254035726914,37.15633999441909,37.973947141411166,33.48081546011895,28.895081717707892,25.373895712266503,徐汇上师大,上海,121.412,31.1654,N
1145A,,53.69748922375662,45.69300481453441,39.36302314473539,37.48605037815674,36.36427068398654,31.795102277048688,27.671498433115858,23.75210401754643,杨浦四漂,上海,121.536,31.2659,N
1146A,,62.725374684523366,52.70102888239844,44.31904447168809,42.44978744746813,41.15334057845618,36.096356465349075,,,青浦淀山湖(对照点),上海,120.978,31.0935,Y
1147A,,54.9530843255262,49.34197393084009,40.30205929477478,35.78164432962701,35.07684447043623,32.494820025697976,28.69044331198245,26.029796637817583,静安监测站,上海,121.425,31.2261,N
1148A,,49.57242626887692,39.542562981783796,36.66251755996877,34.33655863970864,34.809548120723264,29.930229686998835,26.34687122834206,24.74752123279564,浦东川沙,上海,121.703,31.1907,N
1149A,,52.067211153239974,43.726953882434806,36.98339649823362,34.841554454704394,33.6888902200173,30.647963901778457,27.593849258884443,24.322971656160178,浦东新区监测站,上海,121.533,31.2284,N
1150A,,50.63312987469448,46.76647203027181,40.17678844464879,37.19720033393742,35.38674410827364,31.80379374106023,29.034415807154996,24.924234769580654,浦东张江,上海,121.577,31.2071,N
1151A,,64.66840935030505,52.271151947380716,41.7207816924841,46.749030052039046,38.41023378336148,31.589026301365877,29.881479696838888,27.283070605045452,迈皋桥,南京,118.8086,32.1065,N
1152A,,56.11073787300095,48.119796100328436,38.34526113455206,42.26088005375263,46.43238512327224,30.419260128517834,27.142143328336548,26.816394009603524,草场门,南京,118.7538,32.0551,N
1153A,,56.51773833255179,50.65657488659527,43.83524277942228,41.24372086993909,39.876766681696346,34.6414092309446,32.653229286902565,31.296678470602078,山西路,南京,118.7794,32.0745,N
1154A,,56.48028685206893,49.03353089811911,41.91320987491644,42.62613610330711,42.563039693767536,31.28320762518668,27.804214236746745,27.16403343780405,中华门,南京,118.7752,32.0023,N
1155A,,61.19599574565276,53.72010033342569,48.42072386319957,48.071512685786644,44.290363952026276,35.90472711940315,32.12200805087311,29.855544627550717,瑞金路,南京,118.8109,32.0309,N
1156A,,51.152287984946334,46.64134478698591,40.3741475235374,50.238611755132624,40.99127640700289,29.923970496566596,30.682653078080886,29.168912780178868,玄武湖,南京,118.7997,32.0754,N
1157A,,54.082108663251205,44.18766238923911,38.92049067510221,38.123570766046896,35.6232418333393,26.970616719995775,25.37383908244559,25.839284704362267,浦口,南京,118.6414,32.0931,N
1158A,,61.5851651206047,52.91568924360661,47.20920114570164,47.656813540522734,40.170522251930464,33.68915480848743,33.29661684418037,31.05235940265816,奥体中心,南京,118.7356,31.9996,N
1159A,,52.6287554587576,40.41385216878911,39.82342141165233,39.47592289722793,40.29542215437099,30.894545267161018,27.810156870682558,27.49107953888595,仙林大学城,南京,118.9125,32.1028,N
1160A,,58.53079989669862,46.01719194887374,42.06202367148663,42.65440267594464,37.573017118836994,35.03313667223328,30.61010762909462,30.625507828046054,上方山(对照点),苏州,120.561,31.2472,Y
1161A,,59.24948582315133,45.620211452137156,43.92260763855436,42.69398606709778,37.112078902467516,32.47487786568405,,,南门,苏州,120.628,31.2864,N
1162A,,53.40261341358956,47.2787863534151,45.08094104648521,45.07541569510397,40.22462422871219,33.98136141318376,29.198613981032405,30.356035522329304,彩香,苏州,120.591,31.3019,N
1163A,,58.129980982543515,47.110400077443074,45.028497835053706,41.293768584036876,39.63305265624229,31.146147397561695,27.60951432734968,25.512759891658238,轧钢厂,苏州,120.596,31.3264,N
1164A,,55.87291464883065,47.15258517087996,44.05590693093345,41.13562915425338,40.046294354325035,32.814976847083,30.567171881980766,29.32075831695857,吴中区,苏州,120.613,31.2703,N
1165A,,59.67447320597525,45.8175366693986,43.99379537861093,40.47657206269902,42.94242143349405,33.975525501797996,31.175820410574,31.65904318317076,苏州新区,苏州,120.543,31.2994,N
1166A,,57.33999639544596,46.71789307557789,40.53153022183622,40.965606733539204,38.961775721027884,33.40254482156003,26.661646870460004,26.51966628700008,苏州工业园区,苏州,120.669,31.3097,N
1167A,,56.62242457249281,45.99813545086928,41.48470329968589,42.57214904577614,41.4192892497595,34.742918422461024,30.52941686952231,30.115502094184976,相城区,苏州,120.641,31.3708,N
1168A,,53.096825071032384,48.5051043461695,40.773149753891694,45.23578579450238,42.56427171282865,34.92353026916426,32.512644116831254,22.591174206447434,狼山街道,南通,120.9098,31.9663,N
1169A,,54.57892585853023,45.00286741721572,39.59323082214795,42.52298801549605,40.5148386413803,35.82825592591615,32.082387806659,29.587159934052515,虹桥,南通,120.86,32.0005,N
1170A,,60.35520513608619,47.45765432943774,37.19602209593853,38.5519198576876,35.612749510086346,31.55508892641618,29.414392902262083,28.55522202474052,城中,南通,120.87,32.02,N
1171A,,58.20419946776121,43.72324790232186,40.46629503758347,39.70847446289487,36.89374589541129,34.184217566769284,31.08055741931084,24.33192215338768,星湖花园,南通,120.94,31.93,N
1172A,,56.30173424226386,47.8933453088879,42.008431898190025,42.44439750959732,37.65899980489363,37.09160517068486,31.290649120165526,26.133966486741883,紫琅学院,南通,120.81,32.0417,N
1173A,,56.74262716776455,50.70964616402743,48.04060308775783,48.18795242959168,44.030104492963254,39.58512478263219,37.04472440950054,32.39694040086082,市环境监测站,连云港,119.176,34.5885,N
1174A,,55.40308536366491,47.636844346792884,,,,,,,洪门派出所,连云港,119.141,34.5896,Y
1175A,,50.49133004236748,41.91198183987757,,,,,,,墟沟核电专家村,连云港,119.368,34.7507,Y
1176A,,51.65535912239382,42.98170700134316,,,,,,,开发区恒瑞医药公司,连云港,119.348,34.6984,Y
